,x_yng,x_old
340,"[-17.5514     -17.91402895 -18.96261931 -20.58354006 -22.60113928
 -24.79677879 -26.93252697 -28.77694237 -30.13015397 -30.8455203
 -30.8455203  -30.13015397 -28.77694237 -26.93252697 -24.79677879
 -22.60113928 -20.58354006 -18.96261931 -17.91402895 -17.5514    ]","[-56.5346     -56.74326322 -57.34664098 -58.27934795 -59.44031084
 -60.70372132 -61.93266925 -62.99397906 -63.77264136 -64.18427602
 -64.18427602 -63.77264136 -62.99397906 -61.93266925 -60.70372132
 -59.44031084 -58.27934795 -57.34664098 -56.74326322 -56.5346    ]"
341,"[-40.6304     -41.23718729 -42.99179435 -45.70408227 -49.08013258
 -52.75409783 -56.32784689 -59.41410859 -61.67843859 -62.8754616
 -62.8754616  -61.67843859 -59.41410859 -56.32784689 -52.75409783
 -49.08013258 -45.70408227 -42.99179435 -41.23718729 -40.6304    ]","[ -7.6278      -9.5620432  -15.15516753 -23.80107118 -34.56283634
 -46.27425876 -57.66622412 -67.50423618 -74.72219371 -78.53791899
 -78.53791899 -74.72219371 -67.50423618 -57.66622412 -46.27425876
 -34.56283634 -23.80107118 -15.15516753  -9.5620432   -7.6278    ]"
342,"[-72.4531     -70.64317914 -65.40954958 -57.31935627 -47.24929721
 -36.29061954 -25.63086603 -16.42518638  -9.67115881  -6.10068702
  -6.10068702  -9.67115881 -16.42518638 -25.63086603 -36.29061954
 -47.24929721 -57.31935627 -65.40954958 -70.64317914 -72.4531    ]","[-42.6063     -43.22499124 -45.01402018 -47.77951776 -51.22179942
 -54.96784051 -58.61169938 -61.75850735 -64.06725898 -65.28776518
 -65.28776518 -64.06725898 -61.75850735 -58.61169938 -54.96784051
 -51.22179942 -47.77951776 -45.01402018 -43.22499124 -42.6063    ]"
343,"[ -1.6942      -3.06085171  -7.01270893 -13.12152661 -20.72531956
 -29.00009883 -37.0491637  -44.00027308 -49.10016643 -51.79619116
 -51.79619116 -49.10016643 -44.00027308 -37.0491637  -29.00009883
 -20.72531956 -13.12152661  -7.01270893  -3.06085171  -1.6942    ]","[-13.7391     -14.60886873 -17.12392197 -21.01171469 -25.85094422
 -31.11720494 -36.2398158  -40.66366243 -43.90935239 -45.62516482
 -45.62516482 -43.90935239 -40.66366243 -36.2398158  -31.11720494
 -25.85094422 -21.01171469 -17.12392197 -14.60886873 -13.7391    ]"
344,"[ -58.5423      -60.15004331  -64.79904932  -71.98552608  -80.93070733
  -90.66524389 -100.13424766 -108.31160516 -114.31117283 -117.48280441
 -117.48280441 -114.31117283 -108.31160516 -100.13424766  -90.66524389
  -80.93070733  -71.98552608  -64.79904932  -60.15004331  -58.5423    ]","[ -5.8407      -5.96387908  -6.32006797  -6.87066806  -7.55601329
  -8.30183588  -9.02731438  -9.65383192 -10.11349563 -10.35649379
 -10.35649379 -10.11349563  -9.65383192  -9.02731438  -8.30183588
  -7.55601329  -6.87066806  -6.32006797  -5.96387908  -5.8407    ]"
345,"[ -66.0567      -67.24333492  -70.67464936  -75.97880717  -82.58102054
  -89.76583721  -96.75467082 -102.79017279 -107.21830284 -109.55920436
 -109.55920436 -107.21830284 -102.79017279  -96.75467082  -89.76583721
  -82.58102054  -75.97880717  -70.67464936  -67.24333492  -66.0567    ]","[ -1.7493      -2.99584479  -6.6003967  -12.17234659 -19.10788724
 -26.6554452  -33.99712545 -40.33734302 -44.98903696 -47.44812405
 -47.44812405 -44.98903696 -40.33734302 -33.99712545 -26.6554452
 -19.10788724 -12.17234659  -6.6003967   -2.99584479  -1.7493    ]"
346,"[-111.3699     -110.20750103 -106.84626809 -101.65044292  -95.1830738
  -88.14500053  -81.29890755  -75.38667526  -71.04898577  -68.75589505
  -68.75589505  -71.04898577  -75.38667526  -81.29890755  -88.14500053
  -95.1830738  -101.65044292 -106.84626809 -110.20750103 -111.3699    ]","[ -82.3014      -82.92786647  -84.73937852  -87.5396307   -91.02517225
  -94.81829065  -98.50794267 -101.69429726 -104.03206346 -105.26790803
 -105.26790803 -104.03206346 -101.69429726  -98.50794267  -94.81829065
  -91.02517225  -87.5396307   -84.73937852  -82.92786647  -82.3014    ]"
347,"[-118.4064     -117.8274193  -116.15321874 -113.56522393 -110.34388427
 -106.83828189 -103.4283032  -100.48347231  -98.32290734  -97.18073902
  -97.18073902  -98.32290734 -100.48347231 -103.4283032  -106.83828189
 -110.34388427 -113.56522393 -116.15321874 -117.8274193  -118.4064    ]","[-109.5891     -109.60466129 -109.64965885 -109.71921649 -109.80579657
 -109.90001679 -109.99166693 -110.07081527 -110.12888486 -110.15958297
 -110.15958297 -110.12888486 -110.07081527 -109.99166693 -109.90001679
 -109.80579657 -109.71921649 -109.64965885 -109.60466129 -109.5891    ]"
348,"[-46.7405     -47.50413012 -49.71226932 -53.12563144 -57.37432574
 -61.99794026 -66.49543464 -70.37943556 -73.22905126 -74.73548167
 -74.73548167 -73.22905126 -70.37943556 -66.49543464 -61.99794026
 -57.37432574 -53.12563144 -49.71226932 -47.50413012 -46.7405    ]","[-111.7645     -111.32116584 -110.03920548 -108.05753922 -105.59091135
 -102.90661928 -100.2955477   -98.04064672  -96.38626987  -95.51169454
  -95.51169454  -96.38626987  -98.04064672 -100.2955477  -102.90661928
 -105.59091135 -108.05753922 -110.03920548 -111.32116584 -111.7645    ]"
349,"[-119.7514     -119.75584299 -119.76869048 -119.78855025 -119.81327019
 -119.84017151 -119.86633902 -119.88893709 -119.90551685 -119.91428163
 -119.91428163 -119.90551685 -119.88893709 -119.86633902 -119.84017151
 -119.81327019 -119.78855025 -119.76869048 -119.75584299 -119.7514    ]","[ -99.7081     -100.19690434 -101.61034781 -103.79526189 -106.51487723
 -109.47448131 -112.3533551  -114.83952797 -116.6635845  -117.62785986
 -117.62785986 -116.6635845  -114.83952797 -112.3533551  -109.47448131
 -106.51487723 -103.79526189 -101.61034781 -100.19690434  -99.7081    ]"
350,"[-108.9977     -108.12280017 -105.59290963 -101.6821813   -96.81440326
  -91.51707479  -86.36424364  -81.91429901  -78.64946144  -76.92352676
  -76.92352676  -78.64946144  -81.91429901  -86.36424364  -91.51707479
  -96.81440326 -101.6821813  -105.59290963 -108.12280017 -108.9977    ]","[ -81.2978      -81.94456333  -83.81476648  -86.70574392  -90.30421339
  -94.22022487  -98.02941778 -101.31900694 -103.73251433 -105.00839897
 -105.00839897 -103.73251433 -101.31900694  -98.02941778  -94.22022487
  -90.30421339  -86.70574392  -83.81476648  -81.94456333  -81.2978    ]"
351,"[-60.8164     -59.19506223 -54.50674603 -47.25950321 -38.23868497
 -28.42183696 -18.87276696 -10.62626489  -4.57596721  -1.37751754
  -1.37751754  -4.57596721 -10.62626489 -18.87276696 -28.42183696
 -38.23868497 -47.25950321 -54.50674603 -59.19506223 -60.8164    ]","[-95.6974     -93.14833421 -85.77736766 -74.38325896 -60.20073658
 -44.76669689 -29.75365756 -16.78851437  -7.27624174  -2.24764203
  -2.24764203  -7.27624174 -16.78851437 -29.75365756 -44.76669689
 -60.20073658 -74.38325896 -85.77736766 -93.14833421 -95.6974    ]"
352,"[-85.08       -83.45455518 -78.75436288 -71.48876188 -62.44509277
 -52.60337744 -43.03011845 -34.76272695 -28.6971031  -25.49055135
 -25.49055135 -28.6971031  -34.76272695 -43.03011845 -52.60337744
 -62.44509277 -71.48876188 -78.75436288 -83.45455518 -85.08      ]","[-56.9839     -57.92595936 -60.65005071 -64.86097646 -70.10241748
 -75.80638231 -81.35475784 -86.1462915  -89.66174627 -91.52016807
 -91.52016807 -89.66174627 -86.1462915  -81.35475784 -75.80638231
 -70.10241748 -64.86097646 -60.65005071 -57.92595936 -56.9839    ]"
353,"[-97.8317     -96.21427965 -91.53729117 -84.30755886 -75.30853637
 -65.51540744 -55.98940954 -47.76283235 -41.72715316 -38.53643146
 -38.53643146 -41.72715316 -47.76283235 -55.98940954 -65.51540744
 -75.30853637 -84.30755886 -91.53729117 -96.21427965 -97.8317    ]","[ -6.5207      -8.00289103 -12.28884571 -18.91411436 -27.16074631
 -36.13509103 -44.86463902 -52.4034083  -57.93445625 -60.858408
 -60.858408   -57.93445625 -52.4034083  -44.86463902 -36.13509103
 -27.16074631 -18.91411436 -12.28884571  -8.00289103  -6.5207    ]"
354,"[ -93.5479      -93.88930556  -94.87652565  -96.40257966  -98.30209595
 -100.36923246 -102.37998287 -104.11645118 -105.39046411 -106.06396257
 -106.06396257 -105.39046411 -104.11645118 -102.37998287 -100.36923246
  -98.30209595  -96.40257966  -94.87652565  -93.88930556  -93.5479    ]","[ -3.7459      -4.19464702  -5.49225939  -7.49812066  -9.99486465
 -12.7119304  -15.35488168 -17.6373137  -19.31188955 -20.19714295
 -20.19714295 -19.31188955 -17.6373137  -15.35488168 -12.7119304
  -9.99486465  -7.49812066  -5.49225939  -4.19464702  -3.7459    ]"
355,"[-12.3009     -13.82483342 -18.23149186 -25.04334549 -33.52222429
 -42.74931015 -51.72470517 -59.47578603 -65.16260283 -68.16890075
 -68.16890075 -65.16260283 -59.47578603 -51.72470517 -42.74931015
 -33.52222429 -25.04334549 -18.23149186 -13.82483342 -12.3009    ]","[-81.5572     -80.00529202 -75.51774138 -68.58084384 -59.94631987
 -50.54985413 -41.40969948 -33.5163335  -27.72512487 -24.66364091
 -24.66364091 -27.72512487 -33.5163335  -41.40969948 -50.54985413
 -59.94631987 -68.58084384 -75.51774138 -80.00529202 -81.5572    ]"
356,"[-27.429      -27.55202195 -27.90775647 -28.45765421 -29.1421252
 -29.8869964  -30.61154946 -31.23726781 -31.69634515 -31.93903334
 -31.93903334 -31.69634515 -31.23726781 -30.61154946 -29.8869964
 -29.1421252  -28.45765421 -27.90775647 -27.55202195 -27.429     ]","[-119.7687     -118.21427794 -113.7194575  -106.77132223  -98.1228104
  -88.71112245  -79.55616081  -71.65000763  -65.84941729  -62.78297375
  -62.78297375  -65.84941729  -71.65000763  -79.55616081  -88.71112245
  -98.1228104  -106.77132223 -113.7194575  -118.21427794 -119.7687    ]"
357,"[ -1.7237      -2.41263919  -4.40479951  -7.48429947 -11.31742748
 -15.48880464 -19.54639749 -23.05050291 -25.62139669 -26.98048261
 -26.98048261 -25.62139669 -23.05050291 -19.54639749 -15.48880464
 -11.31742748  -7.48429947  -4.40479951  -2.41263919  -1.7237    ]","[-117.6486     -117.46051539 -116.91664345 -116.07592114 -115.02945377
 -113.89064232 -112.78289467 -111.82625248 -111.12438277 -110.75334401
 -110.75334401 -111.12438277 -111.82625248 -112.78289467 -113.89064232
 -115.02945377 -116.07592114 -116.91664345 -117.46051539 -117.6486    ]"
358,"[-119.1448     -118.76725454 -117.67553107 -115.98793477 -113.88734287
 -111.60138712 -109.37778628 -107.45750201 -106.0486269  -105.30383444
 -105.30383444 -106.0486269  -107.45750201 -109.37778628 -111.60138712
 -113.88734287 -115.98793477 -117.67553107 -118.76725454 -119.1448    ]","[-9.5272     -9.40202157 -9.04005132 -8.48051433 -7.78404512 -7.02611694
 -6.28886306 -5.65217639 -5.18505179 -4.93810948 -4.93810948 -5.18505179
 -5.65217639 -6.28886306 -7.02611694 -7.78404512 -8.48051433 -9.04005132
 -9.40202157 -9.5272    ]"
359,"[  -8.3587      -11.06546471  -18.89243888  -30.99144842  -46.05137791
  -62.4402503   -78.38207697  -92.14931365 -102.25006661 -107.58976255
 -107.58976255 -102.25006661  -92.14931365  -78.38207697  -62.4402503
  -46.05137791  -30.99144842  -18.89243888  -11.06546471   -8.3587    ]","[-111.7838     -111.62057986 -111.14860687 -110.41902663 -109.51090048
 -108.52263798 -107.5613327  -106.73115699 -106.12207327 -105.80008521
 -105.80008521 -106.12207327 -106.73115699 -107.5613327  -108.52263798
 -109.51090048 -110.41902663 -111.14860687 -111.62057986 -111.7838    ]"
360,"[-119.9947     -119.92785473 -119.73456265 -119.43576994 -119.06385545
 -118.65912186 -118.26542835 -117.92543773 -117.67599323 -117.54412606
 -117.54412606 -117.67599323 -117.92543773 -118.26542835 -118.65912186
 -119.06385545 -119.43576994 -119.73456265 -119.92785473 -119.9947    ]","[ -0.7215      -1.37064737  -3.2477443   -6.1493782   -9.76111202
 -13.69155836 -17.51479237 -20.81650733 -23.23891117 -24.51949887
 -24.51949887 -23.23891117 -20.81650733 -17.51479237 -13.69155836
  -9.76111202  -6.1493782   -3.2477443   -1.37064737  -0.7215    ]"
361,"[-58.4678     -58.69759991 -59.36209727 -60.38928347 -61.66784695
 -63.05923552 -64.41267064 -65.5814866  -66.43902407 -66.89235556
 -66.89235556 -66.43902407 -65.5814866  -64.41267064 -63.05923552
 -61.66784695 -60.38928347 -59.36209727 -58.69759991 -58.4678    ]","[ -97.0345      -97.21974001  -97.75538643  -98.58339364  -99.61403422
 -100.73562227 -101.82661632 -102.76879024 -103.46004486 -103.82547202
 -103.82547202 -103.46004486 -102.76879024 -101.82661632 -100.73562227
  -99.61403422  -98.58339364  -97.75538643  -97.21974001  -97.0345    ]"
362,"[-104.5019     -103.56524808 -100.85679307  -96.67003811  -91.45868307
  -85.78745911  -80.27093136  -75.5069012   -72.01162521  -70.16387078
  -70.16387078  -72.01162521  -75.5069012   -80.27093136  -85.78745911
  -91.45868307  -96.67003811 -100.85679307 -103.56524808 -104.5019    ]","[ -7.2137      -7.30909416  -7.58493922  -8.01134307  -8.54209825
  -9.1196892   -9.68152496 -10.16672194 -10.52270149 -10.71088771
 -10.71088771 -10.52270149 -10.16672194  -9.68152496  -9.1196892
  -8.54209825  -8.01134307  -7.58493922  -7.30909416  -7.2137    ]"
363,"[-118.3553     -118.36732315 -118.40208972 -118.4558322  -118.52272677
 -118.59552436 -118.66633621 -118.72748878 -118.77235523 -118.79607357
 -118.79607357 -118.77235523 -118.72748878 -118.66633621 -118.59552436
 -118.52272677 -118.4558322  -118.40208972 -118.36732315 -118.3553    ]","[-46.8035     -45.97897929 -43.59476679 -39.9092289  -35.32175085
 -30.32945707 -25.47334004 -21.27963541 -18.20279614 -16.5762455
 -16.5762455  -18.20279614 -21.27963541 -25.47334004 -30.32945707
 -35.32175085 -39.9092289  -43.59476679 -45.97897929 -46.8035    ]"
364,"[-110.0405     -108.94455618 -105.77548726 -100.876711    -94.77908585
  -88.1433841   -81.68868698  -76.11446111  -72.02476033  -69.86276719
  -69.86276719  -72.02476033  -76.11446111  -81.68868698  -88.1433841
  -94.77908585 -100.876711   -105.77548726 -108.94455618 -110.0405    ]","[-106.6865     -105.74034442 -103.00440832  -98.77517282  -93.51094122
  -87.7821747   -82.20967399  -77.39730601  -73.86656551  -72.00006301
  -72.00006301  -73.86656551  -77.39730601  -82.20967399  -87.7821747
  -93.51094122  -98.77517282 -103.00440832 -105.74034442 -106.6865    ]"
365,"[-116.815      -115.41648883 -111.37250569 -105.12127891  -97.34022591
  -88.87254451  -80.63583939  -73.52268535  -68.30390301  -65.5450284
  -65.5450284   -68.30390301  -73.52268535  -80.63583939  -88.87254451
  -97.34022591 -105.12127891 -111.37250569 -115.41648883 -116.815     ]","[-107.3561     -107.24354074 -106.91806049 -106.4149301  -105.78867155
 -105.10714967 -104.44421792 -103.87171526 -103.45168123 -103.22963303
 -103.22963303 -103.45168123 -103.87171526 -104.44421792 -105.10714967
 -105.78867155 -106.4149301  -106.91806049 -107.24354074 -107.3561    ]"
366,"[-64.8596     -64.82853702 -64.73871425 -64.59986538 -64.42703683
 -64.23895726 -64.05600801 -63.89801447 -63.7820977  -63.72081906
 -63.72081906 -63.7820977  -63.89801447 -64.05600801 -64.23895726
 -64.42703683 -64.59986538 -64.73871425 -64.82853702 -64.8596    ]","[-65.6853     -66.0443583  -67.08262367 -68.68758395 -70.68531677
 -72.85933681 -74.97405524 -76.80030952 -78.14019665 -78.84851909
 -78.84851909 -78.14019665 -76.80030952 -74.97405524 -72.85933681
 -70.68531677 -68.68758395 -67.08262367 -66.0443583  -65.6853    ]"
367,"[ -2.3314      -2.80318011  -4.16739576  -6.276213    -8.90110877
 -11.75763488 -14.5362424  -16.9358261  -18.69635385 -19.62704514
 -19.62704514 -18.69635385 -16.9358261  -14.5362424  -11.75763488
  -8.90110877  -6.276213    -4.16739576  -2.80318011  -2.3314    ]","[-78.9921     -77.04346044 -71.40870711 -62.69845295 -51.85658916
 -40.0579999  -28.58124541 -18.6700101  -11.39833012  -7.55420481
  -7.55420481 -11.39833012 -18.6700101  -28.58124541 -40.0579999
 -51.85658916 -62.69845295 -71.40870711 -77.04346044 -78.9921    ]"
368,"[-91.1917     -89.70768843 -85.41646941 -78.7830631  -70.52630201
 -61.54093431 -52.80066401 -45.25263503 -39.71479343 -36.78725026
 -36.78725026 -39.71479343 -45.25263503 -52.80066401 -61.54093431
 -70.52630201 -78.7830631  -85.41646941 -89.70768843 -91.1917    ]","[-119.1426     -119.15433599 -119.18827217 -119.24073103 -119.30602784
 -119.37708669 -119.44620723 -119.50589919 -119.54969401 -119.57284586
 -119.57284586 -119.54969401 -119.50589919 -119.44620723 -119.37708669
 -119.30602784 -119.24073103 -119.18827217 -119.15433599 -119.1426    ]"
369,"[-50.5434     -49.44727738 -46.27769142 -41.37811593 -35.27949595
 -28.64271158 -22.18696139 -16.61182608 -12.52145807 -10.3591122
 -10.3591122  -12.52145807 -16.61182608 -22.18696139 -28.64271158
 -35.27949595 -41.37811593 -46.27769142 -49.44727738 -50.5434    ]","[-67.8728     -67.84509636 -67.76498754 -67.64115459 -67.48701673
 -67.31927718 -67.15611313 -67.01520593 -66.91182507 -66.85717347
 -66.85717347 -66.91182507 -67.01520593 -67.15611313 -67.31927718
 -67.48701673 -67.64115459 -67.76498754 -67.84509636 -67.8728    ]"
370,"[-101.3019     -101.39653019 -101.6701661  -102.09315504 -102.6196596
 -103.19262483 -103.74996106 -104.23127226 -104.58440091 -104.77108002
 -104.77108002 -104.58440091 -104.23127226 -103.74996106 -103.19262483
 -102.6196596  -102.09315504 -101.6701661  -101.39653019 -101.3019    ]","[-39.6346     -40.92632779 -44.66153243 -50.43544652 -57.62237689
 -65.44350811 -73.05129926 -79.62132812 -84.44163012 -86.98985075
 -86.98985075 -84.44163012 -79.62132812 -73.05129926 -65.44350811
 -57.62237689 -50.43544652 -44.66153243 -40.92632779 -39.6346    ]"
371,"[-27.398      -27.95283686 -29.55722227 -32.03729617 -35.12430406
 -38.48372076 -41.75150132 -44.57353102 -46.64399916 -47.73853838
 -47.73853838 -46.64399916 -44.57353102 -41.75150132 -38.48372076
 -35.12430406 -32.03729617 -29.55722227 -27.95283686 -27.398     ]","[ -7.4017      -7.86427446  -9.20187073 -11.26953949 -13.84321675
 -16.64400465 -19.36839435 -21.72115596 -23.44733126 -24.35986236
 -24.35986236 -23.44733126 -21.72115596 -19.36839435 -16.64400465
 -13.84321675 -11.26953949  -9.20187073  -7.86427446  -7.4017    ]"
372,"[-105.9169     -103.15906804  -95.18442605  -82.85715022  -67.51309216
  -50.81501867  -34.57242509  -20.54544847  -10.25412938   -4.81369193
   -4.81369193  -10.25412938  -20.54544847  -34.57242509  -50.81501867
  -67.51309216  -82.85715022  -95.18442605 -103.15906804 -105.9169    ]","[-83.355      -81.44906188 -75.93778547 -67.4184031  -56.81412204
 -45.27408069 -34.04882157 -24.35477571 -17.24244338 -13.48255616
 -13.48255616 -17.24244338 -24.35477571 -34.04882157 -45.27408069
 -56.81412204 -67.4184031  -75.93778547 -81.44906188 -83.355     ]"
373,"[-88.3799     -88.69019924 -89.58747122 -90.97448259 -92.70092916
 -94.57972365 -96.40726953 -97.98552383 -99.14345823 -99.75559255
 -99.75559255 -99.14345823 -97.98552383 -96.40726953 -94.57972365
 -92.70092916 -90.97448259 -89.58747122 -88.69019924 -88.3799    ]","[-1.9083     -1.86272688 -1.73094608 -1.5272381  -1.27367784 -0.99774251
 -0.72933398 -0.49753847 -0.32747463 -0.23757151 -0.23757151 -0.32747463
 -0.49753847 -0.72933398 -0.99774251 -1.27367784 -1.5272381  -1.73094608
 -1.86272688 -1.9083    ]"
374,"[-113.5157     -112.38793465 -109.12684948 -104.08583366  -97.81115948
  -90.98278525  -84.34067126  -78.60459364  -74.3961454   -72.17137719
  -72.17137719  -74.3961454   -78.60459364  -84.34067126  -90.98278525
  -97.81115948 -104.08583366 -109.12684948 -112.38793465 -113.5157    ]","[-17.176      -17.20854216 -17.30264221 -17.44810294 -17.62916142
 -17.82619715 -18.01785827 -18.18337531 -18.30481193 -18.3690086
 -18.3690086  -18.30481193 -18.18337531 -18.01785827 -17.82619715
 -17.62916142 -17.44810294 -17.30264221 -17.20854216 -17.176     ]"
